4834	We must hold a referendum on UK membership in the EU	We are out of time to hold a second referedum.	refutes
4835	We must hold a referendum on UK membership in the EU	There is no time left to have a second direct vote.	refutes
4836	We must hold a referendum on UK membership in the EU	Other countries have had second referendums	supports
4837	We must hold a referendum on UK membership in the EU	Other countries have had second popular votes.	supports
4838	We must hold a referendum on UK membership in the EU	Second referendums have been done in other countries.	supports
4839	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs violate basic human rights and international agreements in its pursuit of victory and success.	refutes
4840	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs are not held to the same standards and thus should not be hired by the US government.	refutes
4841	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs do not have the United States's best interests at heart and are not directly accountable.	refutes
4842	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs that are native to an area may have detailed knowledge of the local area's geography and political state among other things.	supports
4843	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs can be used to help intervene in dangerous situations where other countries are unwilling to provide troops and supplies.	supports
4844	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs help in dangerous situations.	supports
4845	The United States is justified in using private military firms abroad to pursue its military objectives	When other countries will not provide troops and supplies, PMCs will do it as needed.	supports
4846	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs increase the United States military resources without having to recruit or train.	supports
4847	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs hurt US troops and the American army.	refutes
4848	The United States is justified in using private military firms abroad to pursue its military objectives	PMCs have historically helped with resolving conflicts and aiding countries in winning conflicts.	supports
